price,log_sqft_lot,log_yr_built,"BED_(1, 2]","BED_(2, 4]","BED_(4, 6]","FLOR_(1, 2]","FLOR_(2, 4]","VW_(1, 2]","VW_(2, 4]","VW_(4, 5]","VW_(5, 7]","WATER_(1, 4]","COND_(2, 3]","COND_(3, 4]","COND_(4, 6]",0,1
975000.0,0.37903511571295045,0.7789989417598588,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2720.0,11.91819181918185
287000.0,0.2716466992168468,0.9153389183921661,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2240.0,8.549954995499494
204000.0,0.3899963009059471,0.5983787530545069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,7.702170217021677
1330000.0,0.4536029443224352,0.5724186529729526,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3200.0,10.367636763676282
1040000.0,0.566497445203509,0.6415577721701456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4770.0,13.463546354635374
325000.0,0.29502057869745035,0.6329307289926337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1260.0,8.143214321432101
571000.0,0.3359609393595572,0.1426997234709971,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2750.0,8.052205220522014
360000.0,0.28070019728237144,0.9153389183921661,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2380.0,9.688568856885627
349000.0,0.5675697368873898,0.5724186529729526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1790.0,8.353235323532305
832500.0,0.5223909380617578,0.7533131371801067,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3430.0,12.261226122612179
380000.0,0.3276335073192571,0.4942998824084177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1760.0,8.171217121712129
480000.0,0.28217956676657896,0.3632996796167798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1040.0,7.618161816181596
410000.0,0.28217956676657896,0.4942998824084177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1410.0,7.786178617861758
720000.0,0.5376037014094869,0.8898582413529457,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3450.0,12.338233823382254
390000.0,0.2831560994067735,0.8983560404324973,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2350.0,9.63956395639558
360000.0,0.30099569549117405,0.8046460337332615,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1900.0,8.304230423042258
355000.0,0.3173664459975509,0.4245586278103562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020.0,8.199219921992157
356000.0,0.3495634204815162,0.5637564780324498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1680.0,9.289528952895242
315000.0,0.3157690546778395,0.45946498323612955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,960.0,7.094909490949056
940000.0,0.23995944991159254,0.22244555060577745,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2140.0,10.407840784078358
305000.0,0.3450404870994059,0.5377434656244086,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2660.0,8.108210821082068
461000.0,0.3089286026736456,0.9238240057298617,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2770.0,10.323832383238276
215000.0,0.16951863497730363,0.6932283856652521,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1610.0,8.360236023602312
335000.0,0.08902577656038158,0.9238240057298617,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1030.0,7.71617161716169
243500.0,0.32937113452931416,0.7704413140697434,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1980.0,8.38123812381233
1100000.0,0.31040141316468123,0.8813561965579656,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3520.0,11.757175717571695
153000.0,0.3727145282012606,0.5464188888575074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1200.0,7.940194019401906
430000.0,0.28070019728237144,0.34575654166801295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1580.0,9.093509350935054
700000.0,0.28070019728237144,0.34575654166801295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1580.0,9.093509350935054
905000.0,0.369725973842753,0.407078562274153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3300.0,8.360236023602312
247500.0,0.42245539230845175,0.5897297860052065,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,8.220222022202176
199000.0,0.3113155384062763,0.6587987486228748,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1160.0,7.807180718071778
314000.0,0.5440493975772294,0.7018249214899972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1810.0,8.150215021502108
437500.0,0.5284078559033815,0.8046460337332615,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2320.0,10.778877887788715
850830.0,0.4014798457462005,0.08932746130771298,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2070.0,10.533853385338478
555000.0,0.23568371744144745,0.2577685364145137,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1980.0,8.122212221222082
699950.0,0.6613043126278788,0.7275885029490131,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2190.0,9.793579357935728
1090000.0,0.3407290913638724,0.4420207558723634,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2920.0,9.653565356535594
290000.0,0.5181392218695491,0.4768913465646629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1210.0,8.143214321432101
375000.0,0.36672561461504233,0.6846275048639204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2340.0,9.569556955695512
460000.0,0.25318108312700077,0.34575654166801295,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1670.0,7.863186318631832
188500.0,0.19438903367816904,0.7447425793040506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1240.0,8.883488348834852
680000.0,0.4945197698481538,0.7961012972729382,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3140.0,12.08620862086201
470000.0,0.39276006997669716,0.3720644711075813,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2030.0,8.745274527452683
597750.0,0.36191057808321525,0.7361677026785823,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2310.0,9.352535253525303
570000.0,0.23021622888098972,0.044722344540912125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1260.0,6.961896189618928
272500.0,0.39532586617967874,0.7018249214899972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1540.0,8.073207320732035
329950.0,0.3026691093710184,0.6242993099370866,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2080.0,8.458245824582406
480000.0,0.4262714231211331,0.8813561965579656,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3230.0,10.841884188418776
740500.0,0.3103428353451876,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4380.0,9.27552755275523
518500.0,0.09314486750363558,0.9577221091767589,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1590.0,9.128512851285087
205425.0,0.31846884440758044,0.3983317914297252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,880.0,6.828882888288799
171800.0,0.3616009174865494,0.4420207558723634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1570.0,7.311931193119265
535000.0,0.21660175659415318,0.22244555060577745,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1610.0,8.122212221222082
660000.0,0.31274128136268625,0.5637564780324498,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2400.0,9.632563256325573
391500.0,0.3554026498150177,0.7618793806548194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1450.0,8.10121012101206
395000.0,0.3033115352607893,0.4681803956177699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,770.0,7.19291929192915
445000.0,0.26484642980167095,0.2136033356481091,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2100.0,8.290229022902244
770000.0,0.3691681481043634,0.7875522680536166,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2910.0,10.883888388838816
1450000.0,0.4380979714023416,0.12492756279223714,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2750.0,10.13661366136606
445000.0,0.342067056087607,0.5897297860052065,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2100.0,9.85658565856579
260000.0,0.35096478007577014,0.6846275048639204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2160.0,9.457545754575404
822500.0,0.27970405534424186,0.23128317339760893,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2320.0,8.185218521852143
430000.0,0.26228337407763674,0.9068495980349164,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2070.0,8.374237423742324
212000.0,0.3370364839539189,0.7533131371801067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1060.0,7.989198919891953
660500.0,0.36163966737111175,0.7533131371801067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010.0,9.436543654365385
784000.0,0.6652576747924727,0.7789989417598588,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3950.0,10.729872987298668
453246.0,0.18369290431725505,0.9915528207234525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010.0,9.177517751775135
675000.0,0.18320389117949148,0.9153389183921661,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2140.0,10.071807180718034
199000.0,0.43528460519853196,0.4942998824084177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1320.0,8.080208020802042
220000.0,0.3364840598577493,0.5983787530545069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020.0,8.220222022202176
452000.0,0.36668842193084333,0.5983787530545069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2590.0,9.07950795079504
382500.0,0.26596878139403474,0.7104171167258987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1190.0,6.737873787378712
519950.0,0.10867409571625547,0.9915528207234525,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1170.0,8.939493949394906
665000.0,0.22535211507866165,0.22244555060577745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1110.0,7.814181418141785
527700.0,0.3586596174644991,0.5983787530545069,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2820.0,9.968596859685897
205000.0,0.3476555085142959,0.5464188888575074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1610.0,8.122212221222082
420000.0,0.3404842665992914,0.20475652374977643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1060.0,8.087208720872049
500000.0,0.34675597505724837,0.5377434656244086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2030.0,9.5555555555555
921500.0,0.7946748023100458,0.8217226456060325,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3670.0,10.98189818981891
890000.0,0.25302615618051644,0.044722344540912125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2550.0,9.53455345534548
430000.0,0.5908932600772172,0.9323048642673007,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2420.0,8.353235323532305
258000.0,0.3943376617118411,0.5290636172836167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2260.0,8.946494649464913
511000.0,0.23486085646681348,0.41582083952945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1430.0,8.010201020101974
532170.0,0.22101396516234662,0.7875522680536166,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1360.0,9.044504450445007
560000.0,0.28070019728237144,0.41582083952945,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1110.0,7.989198919891953
282950.0,0.342051932740898,0.4768913465646629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1250.0,8.171217121712129
2250000.0,0.45169339583023843,0.9238240057298617,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5180.0,14.203820382038124
350000.0,0.2831560994067735,0.3720644711075813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,700.0,7.702170217021677
