price,zipcode
169000,98001
169000,98022
169000,98023
169000,98032
169000,98178
169100,98001
169317,98112
169500,98023
169500,98058
169575,98003
169900,98022
169950,98023
169950,98042
170000,98001
170000,98003
170000,98019
170000,98023
170000,98053
170000,98055
170000,98065
170000,98092
170000,98106
170000,98146
170000,98168
170000,98168
170000,98168
170000,98168
170000,98168
170000,98178
170000,98178
170000,98178
170000,98188
170000,98188
170000,98198
170000,98198
170000,98198
170500,98055
170500,98198
171000,98188
171500,98001
171800,98168
172000,98003
172000,98023
172000,98106
172040,98031
172380,98023
172500,98001
172500,98059
172500,98198
173000,98055
173000,98168
173000,98188
173250,98168
173250,98168
174000,98001
174000,98168
174500,98003
174500,98198
174900,98108
174950,98042
174950,98198
175000,98001
175000,98001
175000,98001
175000,98001
175000,98001
175000,98002
175000,98003
175000,98019
175000,98022
175000,98023
175000,98030
175000,98030
175000,98030
175000,98038
175000,98045
175000,98055
175000,98055
175000,98055
175000,98058
175000,98106
175000,98106
175000,98118
175000,98118
175000,98125
175000,98126
175000,98146
175000,98146
175000,98146
175000,98168
175000,98168
175000,98168
175000,98168
175000,98188
175000,98198
175000,98198
175000,98198
175003,98108
175409,98042
176000,98023
176000,98038
176000,98042
176000,98198
176250,98002
176500,98032
177000,98030
177000,98042
177500,98055
178000,98030
178000,98042
178000,98092
178000,98178
178500,98001
178500,98032
178500,98045
178500,98146
178500,98198
179000,98003
179000,98042
179000,98168
179000,98188
179500,98002
179500,98092
179900,98001
179900,98042
179900,98168
179950,98003
179950,98023
179950,98023
179950,98042
179950,98042
179950,98188
180000,98001
180000,98002
180000,98002
180000,98014
180000,98022
180000,98023
180000,98028
180000,98032
180000,98032
180000,98038
180000,98042
180000,98042
180000,98055
180000,98055
180000,98056
180000,98056
180000,98058
180000,98106
180000,98118
180000,98118
180000,98146
180000,98146
180000,98146
180000,98155
180000,98168
180000,98178
180000,98198
180250,98166
180500,98030
180500,98058
180500,98198
181000,98070
181000,98106
181000,98144
181100,98198
182000,98003
182000,98032
182000,98168
182200,98168
182500,98001
182500,98001
182500,98198
182568,98108
182700,98023
183000,98002
183000,98002
183000,98003
183000,98042
183000,98092
183000,98126
183000,98188
183500,98001
183500,98023
183750,98055
183750,98118
184000,98001
184000,98001
184000,98023
184500,98002
184500,98178
184900,98022
184900,98023
185000,98001
185000,98001
185000,98002
185000,98002
185000,98010
185000,98022
185000,98023
185000,98023
185000,98023
185000,98023
185000,98023
185000,98023
185000,98032
185000,98032
185000,98038
185000,98055
185000,98055
185000,98092
185000,98092
185000,98118
185000,98146
185000,98146
185000,98148
185000,98166
185000,98168
185000,98168
185000,98168
185000,98168
185000,98178
185000,98188
185000,98198
185850,98188
185900,98001
186000,98002
186000,98023
186000,98042
186375,98166
186950,98003
187000,98002
187000,98022
187000,98056
187000,98166
187000,98168
187000,98198
187250,98168
187300,98146
187500,98023
187500,98023
188000,98022
188000,98023
188000,98106
188000,98178
188200,98002
188500,98198
189000,98002
189000,98002
189000,98002
189000,98042
189000,98045
189000,98058
189000,98168
189650,98198
189900,98002
189900,98056
189950,98001
189950,98038
189950,98042
190000,98001
190000,98001
190000,98002
190000,98002
190000,98002
190000,98003
190000,98003
190000,98010
190000,98014
190000,98023
190000,98023
190000,98030
190000,98038
190000,98038
190000,98038
190000,98055
190000,98056
190000,98056
190000,98056
190000,98058
190000,98058
190000,98059
190000,98065
190000,98092
190000,98118
190000,98118
190000,98118
190000,98118
190000,98126
190000,98146
190000,98146
190000,98146
190000,98155
190000,98168
190000,98178
190000,98178
190000,98178
190000,98178
190000,98188
190500,98003
190500,98144
190848,98001
191000,98023
191000,98042
191000,98056
191000,98108
191000,98148
191950,98003
192000,98042
192000,98055
192000,98166
192500,98022
192500,98023
192500,98030
192500,98168
192500,98168
192950,98092
193000,98002
193000,98002
193000,98023
193000,98038
193000,98106
193000,98148
193000,98188
193500,98045
194000,98003
194000,98023
194000,98023
194000,98055
194000,98106
194000,98126
194000,98178
194000,98178
194250,98001
194820,98001
194900,98002
194990,98118
195000,98001
195000,98001
195000,98002
195000,98002
195000,98002
195000,98022
195000,98022
195000,98022
195000,98022
195000,98023
195000,98023
195000,98023
195000,98023
195000,98027
195000,98038
195000,98042
195000,98042
195000,98042
195000,98042
195000,98045
195000,98058
195000,98092
195000,98118
195000,98146
195000,98148
195000,98148
195000,98155
195000,98155
195000,98168
195000,98168
195000,98178
195000,98198
195500,98002
195700,98042
196000,98001
196000,98001
196000,98023
196000,98023
196000,98028
196000,98092
196000,98198
196440,98001
196500,98001
196500,98023
196700,98168
196900,98198
197000,98001
197000,98002
197000,98058
197000,98146
197000,98188
197200,98146
197400,98003
197500,98022
197500,98055
197500,98118
198000,98001
198000,98001
198000,98023
198000,98042
198000,98188
198400,98042
198500,98023
198500,98168
198900,98042
199000,98001
199000,98003
199000,98003
199000,98022
199000,98023
199000,98038
199000,98042
199000,98042
199000,98055
199000,98056
199000,98058
199000,98058
199000,98178
199000,98198
199129,98001
199400,98106
199500,98001
199500,98030
199500,98042
199500,98056
199900,98001
199900,98001
199900,98146
199950,98001
199950,98001
199950,98002
199950,98003
199950,98022
199950,98023
199950,98023
199950,98038
199950,98055
199950,98056
199950,98168
199950,98168
199950,98178
199950,98198
199988,98178
199990,98022
199990,98023
199990,98042
199999,98010
200000,98001
200000,98002
200000,98002
200000,98002
200000,98003
200000,98003
200000,98010
200000,98014
200000,98022
200000,98022
200000,98023
200000,98023
200000,98024
200000,98030
200000,98031
200000,98038
200000,98042
200000,98042
200000,98055
200000,98055
200000,98056
200000,98056
200000,98058
200000,98059
200000,98072
200000,98092
200000,98092
200000,98092
200000,98092
200000,98092
200000,98106
200000,98115
200000,98118
200000,98118
200000,98118
200000,98126
200000,98126
200000,98126
200000,98136
200000,98155
200000,98166
200000,98166
200000,98166
200000,98168
200000,98168
200000,98168
200000,98168
200000,98168
200000,98178
200000,98178
200000,98178
200000,98178
200000,98178
200000,98198
200000,98198
200126,98003
200450,98188
200500,98030
200500,98031
201000,98001
201000,98002
201000,98019
201000,98022
201000,98031
201000,98042
201000,98065
201000,98168
201500,98032
201500,98116
201700,98001
202000,98022
202000,98032
202000,98042
202000,98118
202000,98122
202000,98126
202000,98168
202000,98168
202200,98198
202500,98002
202500,98148
202500,98178
202950,98042
203000,98023
203000,98032
203000,98042
203000,98055
203000,98092
203000,98092
203000,98146
203000,98168
203000,98168
203000,98178
203000,98198
203700,98072
203700,98092
204000,98010
204000,98031
204000,98042
204000,98198
204000,98198
204000,98198
204250,98023
204555,98092
204700,98001
204750,98198
204900,98001
204950,98023
204950,98188
204995,98031
205000,98001
205000,98001
205000,98001
205000,98001
205000,98002
205000,98002
205000,98003
205000,98003
205000,98003
205000,98023
205000,98023
205000,98023
205000,98024
205000,98031
205000,98031
205000,98032
205000,98032
205000,98038
205000,98042
205000,98042
205000,98042
205000,98042
205000,98042
205000,98042
205000,98055
205000,98055
205000,98055
205000,98058
205000,98092
205000,98106
205000,98106
205000,98108
205000,98133
205000,98146
205000,98146
205000,98168
205000,98168
205000,98168
205000,98178
205000,98198
205000,98198
205000,98198
205425,98178
205500,98003
205500,98022
205950,98023
205950,98198
206000,98001
206000,98001
206000,98002
206000,98002
206000,98002
206000,98010
206000,98023
206000,98032
206000,98038
206000,98055
206000,98092
206000,98168
206000,98168
206135,98030
206325,98058
206600,98030
206990,98092
207000,98001
207000,98002
207000,98003
207000,98023
207000,98028
207000,98038
207000,98055
207000,98108
207000,98118
207000,98125
207000,98168
207000,98168
207000,98178
207000,98198
207100,98055
207200,98022
207500,98023
207500,98042
207500,98042
207950,98118
208000,98002
208000,98002
208000,98002
208000,98002
208000,98003
208000,98010
208000,98042
208000,98056
208000,98056
208000,98065
208000,98146
208000,98168
208000,98198
208400,98106
208417,98108
208500,98010
208633,98038
208800,98118
208950,98056
209000,98001
209000,98022
209000,98023
209000,98042
209000,98042
209000,98106
209000,98168
209500,98106
209900,98038
209900,98042
209950,98002
209950,98003
209950,98023
209950,98023
209950,98023
209950,98023
209950,98032
209950,98042
209950,98042
209950,98168
209977,98168
209995,98056
210000,98001
210000,98001
210000,98001
210000,98002
210000,98003
210000,98003
210000,98003
210000,98019
210000,98022
210000,98022
210000,98023
210000,98023
210000,98023
210000,98023
210000,98023
210000,98023
210000,98027
210000,98030
210000,98030
210000,98030
210000,98038
210000,98042
210000,98042
210000,98042
210000,98042
210000,98042
210000,98042
210000,98056
210000,98056
210000,98059
210000,98092
210000,98092
210000,98092
210000,98106
210000,98106
210000,98108
210000,98116
210000,98118
210000,98118
210000,98118
210000,98118
210000,98118
210000,98118
210000,98126
210000,98126
210000,98133
210000,98133
210000,98133
210000,98146
210000,98146
210000,98146
210000,98146
210000,98146
210000,98146
210000,98166
210000,98168
210000,98168
210000,98168
210000,98168
210000,98178
210000,98178
210000,98178
210000,98198
210000,98198
210000,98198
210000,98198
210000,98198
210000,98198
210000,98198
210490,98023
210500,98001
210500,98003
210500,98198
210750,98106
211000,98019
211000,98031
211000,98038
211000,98166
211000,98168
212000,98001
212000,98003
212000,98003
212000,98022
212000,98023
212000,98023
212000,98023
212000,98024
212000,98038
212000,98055
212000,98092
212000,98108
212000,98133
212000,98166
212000,98168
212000,98178
212000,98178
212000,98198
212500,98001
212500,98168
212500,98198
212625,98126
212644,98010
212700,98126
213000,98010
213000,98023
213000,98024
213000,98055
213000,98188
213400,98030
213400,98055
213500,98002
213500,98030
213500,98168
213550,98001
213675,98023
213800,98056
213950,98023
214000,98001
214000,98002
214000,98010
214000,98042
214000,98146
214100,98001
214946,98042
214950,98042
214950,98168
215000,98001
215000,98001
215000,98001
215000,98001
215000,98001
215000,98001
215000,98001
215000,98002
215000,98002
215000,98003
215000,98003
215000,98003
215000,98003
215000,98003
215000,98022
215000,98022
215000,98022
215000,98022
215000,98023
215000,98023
215000,98023
215000,98023
215000,98031
215000,98031
215000,98031
215000,98031
215000,98031
215000,98031
215000,98032
215000,98032
215000,98032
215000,98032
215000,98038
215000,98038
215000,98038
215000,98038
215000,98042
215000,98042
215000,98042
215000,98042
215000,98042
215000,98056
215000,98058
215000,98058
215000,98058
215000,98058
215000,98106
215000,98106
215000,98106
215000,98133
215000,98133
215000,98166
215000,98166
215000,98166
215000,98168
215000,98168
215000,98168
215000,98168
215000,98168
215000,98178
215150,98042
215500,98001
215500,98001
216000,98001
216000,98003
216000,98042
216000,98055
216000,98092
216000,98106
216000,98126
216000,98168
216000,98178
216000,98188
216000,98198
216180,98055
216300,98023
216500,98022
216500,98042
216500,98178
216500,98188
216500,98198
216600,98031
216650,98109
216650,98109
217000,98002
217000,98023
217000,98023
217000,98023
217000,98042
217000,98056
217000,98059
217000,98118
217000,98168
217000,98198
217000,98198
217450,98146
217500,98003
217500,98031
217500,98188
218000,98022
218000,98023
218000,98023
218000,98023
218000,98023
218000,98023
218000,98023
218000,98038
218000,98042
218000,98058
218000,98106
218000,98168
218000,98178
218000,98178
218250,98023
218250,98023
218450,98166
218500,98002
218500,98042
218500,98092
219000,98001
219000,98002
219000,98003
219000,98003
219000,98022
219000,98023
219000,98038
219000,98042
219000,98042
219000,98042
219000,98106
219000,98136
219000,98168
219000,98198
219200,98002
219500,98002
219500,98126
219900,98003
219900,98042
219900,98146
219900,98146
219900,98178
219950,98002
219950,98003
219950,98003
219950,98022
219950,98022
219950,98023
219950,98042
219950,98042
219950,98055
219950,98118
219950,98178
219950,98188
219950,98188
219950,98198
220000,98001
220000,98001
220000,98001
220000,98001
220000,98002
220000,98003
220000,98003
220000,98022
220000,98022
220000,98022
220000,98022
220000,98023
220000,98023
220000,98023
220000,98023
220000,98030
220000,98030
220000,98030
220000,98030
220000,98031
220000,98031
220000,98038
220000,98042
220000,98042
220000,98042
220000,98055
220000,98055
220000,98056
220000,98058
220000,98092
220000,98092
220000,98092
220000,98106
220000,98106
220000,98118
220000,98125
220000,98133
220000,98146
220000,98146
220000,98146
220000,98155
220000,98155
220000,98155
220000,98155
220000,98166
220000,98168
220000,98168
220000,98168
220000,98178
220000,98178
220000,98178
220000,98188
220000,98188
220000,98198
220000,98198
220500,98070
220650,98045
221000,98001
221000,98003
221000,98003
221000,98023
221000,98055
221000,98118
221000,98133
221000,98148
221000,98188
221347,98178
221700,98032
221900,98168
221900,98178
222000,98002
222000,98002
222000,98003
222000,98023
222000,98023
222000,98023
222000,98031
222000,98038
222000,98042
222000,98055
222000,98106
222000,98125
222200,98148
222400,98001
222500,98022
222500,98042
222900,98056
222900,98178
223000,98002
223000,98023
223000,98023
223000,98023
223000,98031
223000,98032
223000,98042
223000,98058
223000,98146
223000,98178
223990,98002
224000,98001
224000,98002
224000,98002
224000,98002
224000,98010
224000,98092
224000,98118
224000,98168
224000,98168
224000,98178
224097,98023
224400,98010
224500,98022
224500,98092
224950,98002
224950,98022
224975,98038
225000,98001
225000,98001
225000,98001
225000,98001
225000,98001
225000,98001
225000,98001
225000,98002
225000,98002
225000,98003
225000,98003
225000,98003
225000,98003
225000,98003
225000,98003
225000,98003
225000,98010
225000,98014
225000,98022
225000,98022
225000,98022
225000,98022
225000,98023
225000,98023
225000,98023
225000,98030
225000,98030
225000,98030
225000,98032
225000,98032
225000,98038
225000,98038
225000,98038
225000,98042
225000,98042
225000,98042
225000,98042
225000,98042
225000,98042
225000,98052
225000,98053
225000,98055
225000,98055
225000,98055
225000,98055
225000,98056
225000,98056
225000,98058
225000,98058
225000,98058
225000,98058
225000,98058
225000,98058
225000,98092
225000,98092
225000,98092
225000,98092
225000,98092
225000,98106
225000,98118
225000,98118
225000,98126
225000,98133
225000,98133
225000,98146
225000,98146
225000,98146
225000,98146
225000,98148
225000,98155
225000,98168
225000,98168
225000,98168
225000,98168
225000,98168
225000,98178
225000,98178
225000,98178
225000,98178
225000,98188
225000,98188
225000,98198
225000,98198
225205,98030
225500,98002
225500,98042
225500,98058
225800,98030
225900,98003
226000,98042
226000,98056
226000,98118
226000,98118
226000,98146
226000,98166
226450,98032
226500,98001
226500,98023
226500,98042
226550,98106
226740,98092
226750,98023
226800,98030
226950,98168
227000,98001
227000,98001
227000,98022
227000,98023
227000,98032
227000,98118
227000,98133
227000,98133
227000,98146
227000,98178
227000,98178
227064,98118
227450,98056
227490,98003
227500,98042
227500,98198
227950,98001
227950,98031
228000,98030
228000,98059
228000,98125
228000,98148
228000,98178
228500,98146
228800,98118
228900,98166
228950,98023
228950,98042
228950,98168
229000,98003
229000,98003
229000,98023
229000,98056
229000,98106
229000,98106
229000,98125
229000,98133
229000,98146
229000,98146
229000,98155
229000,98166
229000,98168
229000,98168
229000,98178
229000,98198
229050,98136
229500,98001
229500,98002
229500,98092
229500,98146
229500,98178
229500,98198
229800,98108
229900,98003
229900,98003
229900,98030
229900,98032
229950,98001
229950,98002
229950,98023
229950,98031
229950,98032
229950,98034
229950,98042
229950,98058
229950,98092
229950,98178
229950,98178
229999,98042
229999,98092
230000,98001
230000,98001
230000,98001
230000,98001
230000,98001
230000,98001
230000,98002
230000,98002
230000,98003
230000,98003
230000,98003
230000,98003
230000,98022
230000,98022
230000,98023
230000,98023
230000,98023
230000,98023
230000,98023
230000,98023
230000,98023
230000,98023
230000,98023
230000,98028
230000,98028
230000,98030
230000,98031
230000,98031
230000,98031
230000,98031
230000,98038
230000,98038
230000,98038
230000,98042
230000,98042
230000,98042
230000,98042
230000,98042
230000,98045
230000,98055
230000,98055
230000,98056
230000,98056
230000,98056
230000,98056
230000,98058
230000,98058
230000,98058
230000,98058
230000,98058
230000,98059
230000,98059
230000,98059
230000,98070
230000,98092
230000,98106
230000,98106
230000,98106
230000,98108
230000,98108
230000,98108
230000,98118
230000,98118
230000,98118
230000,98118
230000,98118
230000,98133
230000,98144
230000,98144
230000,98146
230000,98146
230000,98146
230000,98146
230000,98155
230000,98168
230000,98168
230000,98178
230000,98178
230000,98178
230000,98188
230000,98198
230000,98198
230000,98198
230000,98198
230000,98198
230005,98118
230500,98003
230500,98166
230950,98014
231000,98022
231000,98023
231000,98032
231000,98042
231000,98058
231200,98022
231500,98023
231500,98030
231500,98056
231500,98168
231750,98058
232000,98001
232000,98023
232000,98031
232000,98038
232000,98042
232000,98042
232000,98042
232000,98056
232000,98146
232000,98168
232000,98198
232500,98003
232500,98023
232500,98023
232603,98002
232900,98106
233000,98001
233000,98001
233000,98002
233000,98023
233000,98038
233000,98106
233000,98133
233000,98155
233000,98188
233500,98002
233500,98031
233703,98031
234000,98001
234000,98002
234000,98002
234000,98019
234000,98023
234000,98031
234000,98032
234000,98032
234000,98038
234000,98038
234000,98042
234000,98042
234000,98042
234000,98045
234000,98092
234000,98146
234000,98155
234000,98198
234000,98198
234300,98055
234500,98001
234500,98168
234550,98168
234900,98146
234950,98001
234950,98001
234950,98001
234950,98010
234950,98042
234975,98092
234999,98188
235000,98001
235000,98001
235000,98002
235000,98002
235000,98002
235000,98002
235000,98002
235000,98002
235000,98003
235000,98003
235000,98010
235000,98022
235000,98022
235000,98022
235000,98022
235000,98023
235000,98023
235000,98023
235000,98023
235000,98024
235000,98030
235000,98031
235000,98031
235000,98032
235000,98042
235000,98042
235000,98055
235000,98055
235000,98055
235000,98055
235000,98055
235000,98055
235000,98056
235000,98056
235000,98058
235000,98059
235000,98065
235000,98092
235000,98092
235000,98092
235000,98092
235000,98106
235000,98108
235000,98108
235000,98108
235000,98118
235000,98118
235000,98118
235000,98118
235000,98118
235000,98118
235000,98118
235000,98125
235000,98126
235000,98126
235000,98126
235000,98126
235000,98126
235000,98126
235000,98133
235000,98146
235000,98148
235000,98166
235000,98168
235000,98168
235000,98168
235000,98168
235000,98168
235000,98168
235000,98168
235000,98168
235000,98168
235000,98178
235000,98178
235000,98178
235000,98188
235000,98198
235000,98198
235000,98198
235000,98198
235245,98001
235500,98003
235500,98003
235750,98146
235867,98056
236000,98002
236000,98003
236000,98003
236000,98023
236000,98023
236000,98038
236000,98146
236000,98178
236500,98118
236775,98023
237000,98001
237000,98003
237000,98030
237000,98031
237000,98032
237000,98055
237000,98056
237000,98056
237000,98125
237000,98188
237000,98198
237000,98198
237100,98198
237200,98042
237500,98022
237500,98023
237500,98038
237500,98155
237502,98126
237600,98198
237950,98002
237950,98042
238000,98001
238000,98001
238000,98002
238000,98023
238000,98042
238000,98055
238000,98055
238000,98055
238000,98056
238000,98056
238000,98103
238000,98106
238000,98126
238000,98188
238950,98055
238950,98178
239000,98002
239000,98003
239000,98003
239000,98022
239000,98030
239000,98032
239000,98038
239000,98042
239000,98055
239000,98103
239000,98146
239000,98146
239000,98166
239000,98168
239000,98188
239000,98188
239000,98198
239300,98178
239800,98106
239900,98023
239900,98030
239900,98030
239900,98045
239900,98178
239900,98198
239950,98001
239950,98001
239950,98001
239950,98023
239950,98028
239950,98042
239950,98042
239950,98058
239950,98118
239950,98168
239950,98178
239950,98188
239975,98188
239999,98003
240000,98001
240000,98001
240000,98001
240000,98002
240000,98003
240000,98003
240000,98003
240000,98003
240000,98010
240000,98010
240000,98014
240000,98022
240000,98022
240000,98023
240000,98023
240000,98023
240000,98023
240000,98023
240000,98023
240000,98027
240000,98027
240000,98028
240000,98030
240000,98030
240000,98030
240000,98031
240000,98031
240000,98032
240000,98032
240000,98032
240000,98032
240000,98032
240000,98038
240000,98038
240000,98038
240000,98038
240000,98038
240000,98038
240000,98042
240000,98042
240000,98042
240000,98042
240000,98042
240000,98042
240000,98045
240000,98045
240000,98045
240000,98055
240000,98056
240000,98056
240000,98056
240000,98059
240000,98092
240000,98092
240000,98106
240000,98106
240000,98106
240000,98108
240000,98118
240000,98133
240000,98133
240000,98133
240000,98133
240000,98146
240000,98146
240000,98146
240000,98146
240000,98148
240000,98166
240000,98168
240000,98168
240000,98178
240000,98188
240000,98188
240000,98188
240000,98188
240000,98188
240000,98198
240000,98198
240415,98198
240500,98146
240500,98168
241000,98001
241000,98014
241000,98023
241000,98023
241000,98030
241000,98032
241000,98038
241000,98092
241000,98178
241000,98178
241250,98010
241400,98010
241450,98155
241500,98003
241500,98023
241500,98030
242000,98003
242000,98003
242000,98003
242000,98023
242000,98031
242000,98032
242000,98038
242000,98045
242000,98146
242000,98146
242000,98168
242000,98188
242000,98198
242025,98031
242050,98038
242150,98031
242500,98042
242500,98055
242500,98058
242500,98155
242500,98198
242550,98023
243000,98001
243000,98022
243000,98028
243000,98031
243000,98031
243000,98168
243000,98178
243000,98198
243400,98032
243500,98023
243500,98042
243500,98118
243500,98198
243500,98198
243800,98027
243950,98022
244000,98003
244000,98022
244000,98023
244000,98030
244000,98031
244000,98055
244000,98146
244000,98148
244000,98155
244000,98155
244000,98166
244000,98178
244500,98042
244500,98065
244500,98168
244615,98032
244900,98031
244900,98106
244950,98030
245000,98001
245000,98001
245000,98001
245000,98001
245000,98002
245000,98002
245000,98002
245000,98003
245000,98003
245000,98003
245000,98022
245000,98022
245000,98022
245000,98022
245000,98022
245000,98023
245000,98023
245000,98023
245000,98023
245000,98023
245000,98023
245000,98023
245000,98023
245000,98023
245000,98023
245000,98030
245000,98030
245000,98030
245000,98030
245000,98030
245000,98030
245000,98030
245000,98030
245000,98030
245000,98031
245000,98031
245000,98031
245000,98032
245000,98032
245000,98034
245000,98038
245000,98038
245000,98038
245000,98038
245000,98038
245000,98042
245000,98045
245000,98055
245000,98056
245000,98092
245000,98092
245000,98092
245000,98103
245000,98103
245000,98103
245000,98106
245000,98106
245000,98118
245000,98118
245000,98118
245000,98126
245000,98126
245000,98133
245000,98133
245000,98133
245000,98144
245000,98144
245000,98146
245000,98146
245000,98146
245000,98146
245000,98148
245000,98155
245000,98168
245000,98168
245000,98168
245000,98168
245000,98168
245000,98168
245000,98178
245000,98178
245000,98178
245000,98178
245000,98188
245000,98188
245000,98198
245000,98198
245000,98198
245000,98198
245100,98092
245500,98011
245500,98188
245560,98177
245700,98032
245990,98188
246000,98001
246000,98002
246000,98022
246000,98023
246000,98023
246000,98023
246000,98030
246000,98031
246000,98058
246000,98146
246000,98166
246000,98166
246000,98168
246500,98022
246500,98031
246500,98038
246500,98148
246500,98198
246600,98023
246700,98042
246900,98001
246950,98022
246950,98108
247000,98001
247000,98003
247000,98022
247000,98023
247000,98023
247000,98032
247000,98055
247000,98056
247200,98002
247200,98042
247200,98092
247300,98144
247500,98002
247500,98002
247500,98003
247500,98003
247500,98006
247500,98023
247500,98032
247500,98042
247500,98133
247500,98146
247800,98118
248000,98001
248000,98001
248000,98003
248000,98006
248000,98023
248000,98027
248000,98030
248000,98030
248000,98031
248000,98032
248000,98038
248000,98042
248000,98092
248000,98106
248000,98118
248000,98155
248000,98168
248000,98178
248000,98198
248000,98198
248500,98002
248500,98003
248500,98023
248500,98042
248500,98106
248500,98133
248500,98168
249000,98022
249000,98023
249000,98023
249000,98028
249000,98028
249000,98030
249000,98031
249000,98031
249000,98031
249000,98032
249000,98032
249000,98032
249000,98034
249000,98042
249000,98042
249000,98056
249000,98058
249000,98058
249000,98092
249000,98092
249000,98106
249000,98106
249000,98126
249000,98166
249000,98188
249000,98188
249500,98002
249500,98042
249500,98055
249500,98058
249900,98001
249900,98001
249900,98023
249900,98031
249900,98038
249900,98038
249900,98042
249900,98055
249900,98106
249900,98118
249900,98126
249950,98002
249950,98022
249950,98030
249950,98042
249950,98058
249950,98058
249950,98059
249950,98108
249950,98146
249950,98166
249950,98168
249950,98178
249950,98198
250000,98001
250000,98001
250000,98001
250000,98001
250000,98001
250000,98001
250000,98001
250000,98001
250000,98001
250000,98002
250000,98002
250000,98002
250000,98002
250000,98002
250000,98002
250000,98002
250000,98002
250000,98003
250000,98003
250000,98003
250000,98003
250000,98003
250000,98003
250000,98003
250000,98008
250000,98019
250000,98019
250000,98022
250000,98022
250000,98023
250000,98023
250000,98028
250000,98028
250000,98030
